0	76	62	35	28	89	0	67	0	0	0	0	52	0	94	73	0	0	91	90	0	0	0	95	71	0	19	92	0	0	0	82	0	0	20	76	0	54	0	0	50	0	0	0	52	0	74	91	0	0	66	28	0	0	0	17	0	77	0	35	0	18	0	53	20	88	0	11	0	0	63	0	0	74	0	69	0	10	93	0	96	0	98	0	0	0	0	0	22	0	64	0	0	0	21	87	40	0	0	63	0	42	88	0	50	17	28	91	27	0	0	0	49	0	0	29	28	0	0	0	94	77	11	24	0	0	0	0	0	84	0	72	0	0	0	53	97	56	75	22	61	0	0	0	0	0	10	0	0	17	0	0	93	56	0	28	0	0	22	31	28	29	0	0	0	0	0	0	0	0	88	18	0	0	98	55	41	0	0	0	0	0	85	0	0	0	0	17	0	0	0	0	56	0	0	46	91	0	58	0	65	0	86	0	0	0	22	0	0	0	31	42	0	75	85	0	0	0	14	58	76	75	0	0	0	0	0	0	0	0	99	0	79	0	11	56	0	69	18	12	0	80	0	0	74	69	60	0	0	59	49	57	86	0	29	0	41	57	0	84	89	0	0	74	0	86	0	51	30	82	11	0	0	0	67	67	52	74	22	0	40	0	15	0	0	33	86	0	69	0	21	0	0	81	37	0	0	84	75	98	0	19	37	0	93	43	0	0	0	0
0	0	0	80	23	0	34	0	0	65	0	0	51	0	0	0	0	0	58	52	75	0	30	41	82	0	97	22	91	0	39	0	33	0	0	0	22	0	10	0	0	10	53	0	0	65	0	0	0	0	33	81	0	44	0	0	0	66	89	0	0	87	53	63	0	0	0	27	57	82	0	0	76	15	38	71	58	87	24	27	72	0	0	0	0	0	32	0	79	23	0	14	0	0	76	93	10	87	0	95	98	0	51	80	0	0	86	38	0	0	30	0	0	35	28	0	0	0	0	0	0	0	91	45	21	0	0	60	86	0	38	0	0	58	0	65	0	0	0	0	81	0	89	48	39	0	43	0	0	66	50	0	0	26	25	43	0	0	0	48	0	27	19	66	0	22	0	0	0	68	0	0	29	0	0	25	41	0	0	37	95	25	56	98	0	0	92	88	0	64	10	0	0	0	20	39	39	46	0	22	0	33	0	21	67	0	0	0	0	0	92	63	0	37	0	81	92	39	87	0	0	0	0	0	0	64	76	0	25	0	0	0	69	86	0	64	95	92	0	0	68	0	0	61	67	11	22	0	0	0	70	42	49	0	0	0	27	0	0	42	0	0	0	0	46	0	0	89	0	32	0	0	0	28	73	0	0	0	0	0	0	11	87	46	59	21	23	33	0	0	0	0	0	62	0	0	61	49	0	0	0	63	0	0	37	23	68	0	88	0
11	0	0	44	82	21	21	0	93	0	0	21	0	35	0	0	0	0	0	0	21	81	0	0	0	0	32	0	64	0	0	45	0	0	0	0	0	0	0	0	0	26	0	0	98	0	0	46	21	0	96	82	0	11	88	0	72	0	0	0	80	0	95	17	96	60	86	0	96	50	0	0	0	10	63	0	58	0	0	0	58	45	0	0	38	0	0	21	0	83	0	79	0	50	22	88	19	0	42	0	0	18	59	0	20	72	0	0	0	0	0	0	23	0	96	0	47	73	0	95	0	0	0	23	18	64	0	0	63	0	35	62	0	37	0	0	0	11	34	0	0	72	53	0	0	0	0	0	0	55	0	46	0	66	22	98	0	58	78	84	24	25	0	0	90	97	89	77	0	55	0	0	0	0	0	31	62	0	0	0	0	0	47	21	0	54	25	0	64	30	50	16	0	0	62	66	0	0	67	74	0	64	0	0	0	40	24	0	0	29	0	0	0	72	0	80	72	0	88	99	69	0	29	0	0	0	61	43	89	61	21	91	85	61	0	95	0	20	65	15	0	0	47	27	56	73	10	0	16	60	74	16	84	25	54	0	0	19	35	38	0	0	0	64	0	0	52	84	31	38	0	53	47	97	32	0	0	0	0	0	89	36	41	45	0	0	0	0	0	0	0	42	0	54	0	70	42	0	16	0	0	19	98	0	81	38	0	34	31	0
48	22	85	0	98	0	0	80	0	47	0	19	81	0	89	39	52	56	0	0	0	61	0	0	28	69	70	0	86	92	0	35	0	49	0	0	34	58	82	42	0	67	0	0	0	21	0	0	0	0	84	15	0	0	40	42	0	0	12	94	0	96	86	0	0	10	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	53	0	88	0	0	0	0	55	26	0	50	28	52	29	0	79	0	0	0	12	85	0	0	0	71	78	10	99	0	0	0	98	57	0	0	0	0	80	38	79	82	59	0	48	30	0	0	0	39	45	0	18	48	64	61	0	0	0	86	25	0	96	0	0	0	51	76	71	61	65	36	51	27	65	26	0	26	0	0	28	44	0	0	22	0	20	0	32	0	0	0	35	0	93	54	0	0	45	90	42	57	32	0	0	66	0	0	45	62	92	0	32	0	57	21	0	0	62	28	0	0	39	41	15	63	0	0	35	11	37	0	11	0	91	0	97	0	60	0	0	0	0	68	16	0	64	51	21	0	0	0	0	0	0	60	0	50	0	68	24	0	29	10	0	0	0	0	0	93	51	55	77	41	61	0	91	0	69	0	73	0	0	28	27	36	45	44	0	99	37	14	0	0	41	54	0	0	0	0	0	0	0	34	71	16	0	49	0	12	0	0	0	0	67	96	0	19	0	65	0	0	17	17	0	0	0	0	0	0
47	0	0	0	0	65	0	54	0	0	40	0	58	66	0	41	0	31	0	76	0	25	0	0	0	0	55	0	30	25	0	69	0	0	0	0	0	0	0	0	65	0	0	61	0	99	17	0	97	0	0	12	52	23	0	64	0	34	0	0	0	0	0	0	46	74	0	0	0	0	65	0	81	18	0	25	0	0	10	70	0	15	78	75	28	0	0	64	48	65	17	24	47	0	0	0	0	0	0	89	82	0	97	0	26	0	0	0	60	61	11	34	0	52	93	0	59	0	84	0	36	0	86	0	0	54	0	45	95	18	24	0	0	0	15	0	0	0	29	0	0	97	31	45	0	0	0	37	22	63	0	52	0	73	60	49	0	0	66	47	81	0	0	27	0	0	31	0	22	48	0	24	0	18	0	0	49	0	76	20	43	0	0	0	58	96	0	0	0	29	97	27	0	46	0	54	63	0	0	12	0	37	0	89	0	0	44	0	41	83	0	38	12	92	0	45	0	0	62	33	62	78	0	14	84	0	0	0	0	0	44	90	93	0	0	90	56	0	53	94	0	40	0	0	0	0	88	78	0	0	94	69	96	0	0	74	26	0	0	0	0	13	0	44	0	51	76	58	14	80	0	0	43	0	67	0	70	0	0	94	14	99	0	0	73	0	55	41	0	0	0	0	0	64	35	60	95	0	23	0	47	49	0	44	0	0	0	0	31	0
56	50	0	0	88	0	51	0	70	11	88	0	70	0	0	0	53	62	0	0	25	0	0	20	0	0	39	43	0	0	19	25	0	0	0	0	0	26	0	28	0	29	0	35	40	90	0	47	60	31	77	0	0	86	15	32	95	50	83	0	0	88	0	58	46	76	0	95	0	18	36	0	22	0	97	37	11	0	15	44	0	96	10	49	0	0	0	0	0	98	19	40	48	98	0	26	0	0	0	0	0	0	81	20	47	0	0	78	35	50	0	0	0	33	97	96	62	99	0	20	98	97	28	0	0	28	0	0	50	13	95	69	0	95	0	0	0	0	72	0	0	0	0	30	33	0	0	47	0	0	75	0	0	0	24	0	22	0	0	75	0	14	0	0	0	0	25	90	0	28	69	69	0	0	77	0	96	16	0	96	86	33	0	0	61	0	76	79	0	0	12	0	0	0	78	44	98	10	0	0	0	0	58	0	83	37	0	0	80	64	33	71	0	78	0	63	0	59	87	0	0	96	90	0	0	0	0	99	0	51	0	64	0	0	0	54	98	95	77	0	0	97	0	58	0	0	0	72	0	0	0	0	0	47	0	0	30	0	62	50	87	0	0	0	0	83	23	0	20	0	67	96	56	30	0	0	80	94	0	0	83	63	0	0	0	58	41	0	0	18	0	0	80	80	0	42	0	82	37	0	48	0	0	34	0	20	0	35	62	0
76	0	0	0	63	73	0	0	52	0	0	0	0	12	83	0	0	26	53	11	0	0	0	0	23	0	0	12	43	0	89	0	0	26	0	18	49	0	66	0	0	73	0	0	0	0	0	0	54	0	40	98	0	0	0	0	0	0	0	75	0	0	0	48	11	32	40	69	0	0	0	41	31	19	49	0	19	27	99	32	39	82	28	0	0	14	47	71	92	38	37	0	0	0	0	0	0	0	0	0	23	0	0	20	0	0	0	0	0	0	0	33	99	47	52	73	0	33	15	0	0	0	0	0	64	0	0	0	0	0	55	68	0	19	0	0	97	0	0	86	28	0	22	0	51	0	0	0	0	64	0	92	80	95	81	0	0	43	0	14	0	0	0	0	0	60	0	75	50	52	75	0	76	59	0	0	0	0	0	0	0	64	17	0	0	66	0	37	0	67	70	58	0	47	0	0	40	29	0	0	0	81	0	0	0	0	11	0	0	57	14	71	0	0	57	0	62	60	44	0	0	79	29	0	45	0	10	19	33	64	0	0	52	71	0	0	16	26	0	26	0	0	0	0	0	0	69	0	56	0	38	0	0	0	43	0	97	0	15	0	0	88	17	0	21	11	0	38	0	32	0	0	66	0	74	45	69	84	0	0	0	75	0	11	0	0	0	89	65	46	80	49	0	0	0	39	99	62	16	0	0	39	42	16	0	0	32	55	72	25
0	0	0	0	0	0	0	0	61	76	43	0	0	54	0	81	64	0	0	92	90	0	0	0	0	63	0	14	0	0	0	0	0	71	0	0	0	0	15	0	0	0	32	0	0	0	98	0	13	0	16	60	51	66	24	0	0	0	30	98	19	54	46	86	18	0	0	97	81	0	0	28	0	0	41	70	21	43	0	0	0	52	0	0	73	46	81	97	76	10	0	14	0	0	83	48	0	0	0	0	75	0	57	0	0	12	0	68	0	41	20	0	21	17	81	80	0	0	77	69	76	0	70	0	0	13	86	36	66	0	25	63	33	0	0	0	0	61	0	0	62	11	85	15	33	0	92	0	0	76	62	0	21	0	0	19	51	0	0	0	58	0	28	0	0	0	75	0	0	88	33	0	0	21	79	0	0	53	60	24	10	0	22	0	0	57	92	18	39	23	0	11	0	58	0	75	64	85	0	0	50	0	0	19	0	92	73	0	0	0	43	0	0	17	0	29	0	0	0	0	50	0	93	98	0	0	0	58	84	38	90	0	68	0	14	0	0	0	84	43	40	14	0	0	0	55	0	84	12	27	0	21	0	0	0	0	0	61	24	0	64	0	70	70	36	0	27	59	95	0	0	0	79	45	0	0	0	20	0	0	0	0	61	34	0	59	15	0	40	0	85	0	59	0	12	24	0	97	0	95	26	80	23	22	0	0	35	0	26	0
0	88	0	0	44	85	72	29	0	0	0	0	31	65	60	0	0	33	0	99	64	0	0	0	25	0	18	0	34	28	0	46	50	32	0	68	0	0	0	0	39	0	50	0	19	42	63	0	0	53	0	0	75	0	0	63	63	0	14	0	0	0	0	29	0	41	0	0	0	0	88	78	71	35	0	95	10	83	0	50	0	55	32	44	95	11	44	45	58	19	0	79	0	73	0	19	27	18	0	33	0	0	12	50	0	70	82	0	0	15	99	0	77	59	0	89	0	44	0	98	0	0	58	62	49	0	0	0	44	0	24	0	35	0	0	0	26	0	0	0	15	0	0	0	0	0	0	59	0	76	0	0	67	95	0	24	0	0	0	72	0	0	51	83	93	0	45	0	0	0	0	0	0	0	0	98	0	11	69	79	0	0	77	41	0	0	0	73	15	99	21	0	0	0	44	0	55	0	0	69	19	21	0	0	47	25	72	0	59	85	99	86	0	72	0	0	66	0	65	63	0	0	0	0	46	0	89	30	83	0	21	0	0	0	0	0	0	0	0	0	89	0	13	77	0	12	0	0	0	0	19	22	0	69	0	91	56	0	49	0	0	0	47	62	54	0	19	29	64	90	0	0	0	0	0	77	0	70	29	0	81	0	26	71	0	10	56	40	0	26	35	89	0	32	52	0	18	10	74	0	0	0	35	0	74	87	29	0	58	86
51	51	77	38	0	0	33	73	0	0	74	0	0	56	47	0	84	90	94	0	71	0	0	0	0	75	0	0	71	72	18	0	0	0	0	0	66	0	0	63	0	0	0	0	0	0	12	67	88	64	0	0	0	97	14	0	80	16	42	0	0	0	0	0	33	0	0	44	0	86	28	30	25	69	67	0	85	52	37	59	63	70	0	66	82	0	0	93	0	66	0	14	87	56	0	0	51	0	0	0	72	0	0	0	86	0	99	86	59	0	0	0	0	73	0	37	0	0	23	81	0	58	0	0	0	45	0	0	0	29	67	22	0	0	84	17	0	37	0	0	0	91	0	27	0	0	43	0	0	0	0	51	79	0	78	0	19	87	0	0	20	0	0	0	38	0	19	0	48	13	31	49	0	45	0	0	43	0	29	0	0	0	0	0	52	0	0	0	0	0	31	0	0	64	18	52	0	0	0	0	45	0	0	43	98	90	36	0	96	76	61	0	0	76	0	64	0	0	0	0	0	0	88	57	0	35	0	0	29	49	0	0	0	50	0	40	68	51	77	0	33	53	20	0	0	0	0	54	39	39	0	0	0	49	0	36	87	0	0	97	0	0	0	49	94	0	94	19	0	11	76	82	77	0	65	92	40	0	18	0	54	0	0	88	0	0	0	22	0	0	45	83	64	52	0	0	83	22	0	77	0	60	12	0	64	0	0	56	89	0
